,index,Name1,Name2,Street1,Street2,City,State,Zip,Phone,Intake1,Intake2,Intake1a,Intake2a,Service_code_info,lat,long
5901,5998,Near West Side Multi Serv Corp,DBA May Dugan Center,4115 Bridge Avenue,,Cleveland,OH,44113,216-631-5800 x100,216-631-5800 x120,,,,SA MH SUMH * OP * CMHC * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF CSBG MC MD OSF PI SI * PA * SE GL CO HV TRMA PTSD SMI * HS * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT ICM IMR LAD PRS CM SPS ES,41.48917874787364,-81.69982633147023
5902,5999,Ohio City Health Center,,4757 Lorain Ave,,Cleveland,OH,44102,216-957-4848,216-778-4428,216-778-3705,,,MH * OP * OMH * NRT NSC * CBT IPT TELE AIM * LCCG * MC MD PI SF * PA SS * TRMA * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * COOT DEC FPSY IPC,41.47371392689211,-81.73447441223833
5903,6000,Recovery Resources,,4269 Pearl Road,,Cleveland,OH,44109,216-431-4131,,,,,SA MH SUMH * OP PHDT * CMHC * FLUPH HALOP ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT WI * PVTN * CLF FG MC MD OSF PI SCJJ SF SI SMHA * PA * CJ CO TRMA SMI * STU * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * ACT CDM COOT ICM PRS SEMP VRS CM SPS ES,41.44972420568603,-81.70068172138443
5904,6001,ViaQuest Inc Psychiatric and,Behavioral Solutions,7271 Engle Road,Suite 307,Cleveland,OH,44130,216-750-2600,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTP * MC MD MI PI SF SWFS VAF * TAY SE GL VET ADM MF CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * SMPD * CHLD YAD ADLT SNR * AH * VAPN * FPSY PRS CM SPS,41.38017626846039,-81.78796074050823
5905,6002,Buckeye Ranch Inc,,4653 East Main Street,,Columbus,OH,43213,614-875-2371,614-384-7798,,,,MH SUMH * OP * CMHC * CBT CFT DBT IPT TELE * PEOFF * PVTN * CLF CMHG FG MD OSF PI PCF SCJJ SWFS * SED * STU * SMON * CHLD YAD * AH * VAPN * COOT FPSY PRS TPC CM SPS,39.967178144417474,-82.8678320699029
5906,6003,Buckeye Ranch Inc,,2865 West Broad Street,,Columbus,OH,43204,614-875-2371,614-384-7798,,,,MH SUMH * OP PHDT * PH * CBT CFT GT IPT TELE * PEOFF * PVTN * CLF CMHG MD OSF PI PCF SCJJ SEF SWFS * SED * STU * SMON * CHLD * AH * VAPN * FPSY CM SPS ES,39.95726362715106,-83.08150756978968
5907,6004,Care Clinic,,470 West Broad Street,,Columbus,OH,43215,844-782-6963,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI OLANZ QUETI RISPE NRT ANTPYCH * IDD TELE * PVTP * PI SF * YAD ADLT SNR,39.97015040476974,-83.00362826312501
5908,6005,Chalmers P Wylie VA ACC,Recovery Services,420 North James Road,Mail Code 116,Columbus,OH,43219,614-257-5443,614-257-5631,,,,SA MH SUMH * OP * VAHC * HALOP ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * FED VAMC * MI PI VAF * GL VET CO DV TRMA PTSD SMI * STU * MST LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * ACT COOT DEC FPSY ICM LAD PRS SEMP SH VRS CM IPC SPS,40.01779091280919,-82.92637002932862
5909,6006,Directions for Youth and Families,,1515 Indianola Avenue,,Columbus,OH,43201,614-294-2661,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IPT TELE * PVTN * FQHC * CLF CMHG CSBG MD OSF PI PCF SCJJ SF SI SMHA SWFS * TAY SE GL CO TRMA PTSD SED * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY PRS CM,39.98590401844783,-83.00834477406701
5910,6007,Directions for Youth and Families,Ohio Avenue,657 South Ohio Avenue,,Columbus,OH,43215,614-258-8043,614-294-2661,,,,MH SUMH * OP * OMH * CBT CFT GT IPT TELE * PVTN * FQHC * CLF CMHG CSBG MD OSF PI PCF SCJJ SF SI SMHA SWFS * TAY GL CO TRMA PTSD SED * SMON * CHLD YAD * AH * VAPN * FPSY PRS CM,39.97015040476974,-83.00362826312501
5911,6008,East Columbus Close to Home Center,Behavioral Health Services,6435 East Broad Street,,Columbus,OH,43213,614-355-8080,,,,,MH * OP * OMH * CBT CFT GT IPT TELE * PVTN * CLF CMHG MD MI OSF PI SI SMHA SWFS * SMON * CHLD * AH * VAPN * FPSY CM SPS,39.967178144417474,-82.8678320699029
5912,6009,Eastland Primary Care,Behavioral Health Services,2599 South Hamilton Road,,Columbus,OH,43232,614-355-8080,,,,,MH * OP * OMH * CBT CFT IPT TELE * PVTN * CLF CMHG MD MI OSF PI SI SMHA SWFS * SMON * CHLD * AH * VAPN * FPSY CM SPS,39.92344219496951,-82.86876964054878
5913,6010,Family Solutions of Ohio,,1550 Old Henderson Road,Suite N-271,Columbus,OH,43220,614-456-7334,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT * PVTN * MC MD PI * TAY SE CO TRMA TBI PTSD SED SMI * STU * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT FPSY ICM PRS CM SPS,40.04947996053019,-83.06626567098675
5914,6011,Fowler House,North Central Mental Health/Satellite,422 East Lane Avenue,,Columbus,OH,43201,614-421-3155,614-299-6600 x2133,614-421-3155 x2231,,,SA MH SUMH * RES * RTCA * AT CBT CFT GT IDD IPT * PVTN * CLF CMHG PI SF SI SMHA * CO SMI * STU * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT FPSY ICM CM SPS,39.98590401844783,-83.00834477406701
5915,6012,Heritage of Hannah Neil,,301 Obetz Road,,Columbus,OH,43207,614-409-1400,,,,,SA MH SUMH * OP PHDT RES * RTCC * ANTPYCH * CBT CFT GT IDD IPT TELE * PVTN * CLF MD PI SCJJ SEF SF SI SWFS * CO TRMA SED * STU * TBS MST LABT * SMON * CHLD * AH * VAPN * FPSY PRS CM IPC SPS ES,39.92036502983762,-82.98502281586603
5916,6013,Hittle House LLC,,774 Internet Drive,,Columbus,OH,43207,614-443-5454,,,,,MH * RES * RTCC * AT CBT CFT DBT GT IPT TELE * PVTP * CLF CMHG MD * SMON * CHLD * VAPN * COOT FPSY ES,39.92036502983762,-82.98502281586603
5917,6014,Holistic Wellness Solutions,,4770 Indianola Avenue,Suite 107,Columbus,OH,43214,614-371-2303,614-371-2303 x0,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH PIMOZ PROCH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TMS TELE AIM * PVTP * FQHC * MC MD PI SF * TAY SE GL VET MF CO DV TRMA TBI PED PTSD SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * SP FX * F19 F66 * VAPP * COOT FPSY CM ES,40.05170768817967,-83.01963406737589
5918,6015,Holistic Wellness Solutions,,3099 Sullivant Avenue,Suite H,Columbus,OH,43204,614-371-2303,614-371-2303 x0,800-905-9950,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH PIMOZ PROCH THIOT ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TMS TELE AIM * PVTP * FQHC * MC MD MI PI SF SI * TAY SE GL VET MF HV DV TRMA TBI PED PEFP PTSD SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * FX * F19 F66 * VPPD * COOT FPSY CM,39.95726362715106,-83.08150756978968
5919,6016,Huckleberry House Inc,,1421 Hamlet Street,,Columbus,OH,43201,614-294-5553,,614-294-8097,,,MH * OP * CBHC * CBT CFT IPT TELE * PVTN * FQHC * CLF CMHG CSBG MD OSF SF SMHA SWFS * PA SS * TAY GL TRMA PTSD * HS * SMPD * CHLD YAD * VPPD * FPSY SH CM SPS ES,39.98590401844783,-83.00834477406701
5920,6017,I Am Boundless,,445 East Dublin Granville Road,,Columbus,OH,43085,614-436-7837,800-409-2729,,,,MH SUMH * OP PHDT * CMHC * ANTPYCH * CBT CFT GT IPT TELE * CIT PEOFF * PVTN * CLF CMHG MC MD MI OSF PI SEF SF SI * TAY SE GL VET ADM MF CO HV DV TRMA TBI ALZ PTSD SED SMI * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM FPSY ICM IMR SEMP CM IPC SPS ES,40.09950347077465,-83.01494525510564
5921,6018,LSS Health Center,,245 North Grant Avenue,,Columbus,OH,43215,614-224-6617 x3,,,,,SA MH SUMH * OP * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP LURAS OLANZ OLANZF PALIP QUETI RISPE NRT NSC ANTPYCH * CBT IDD IPT TELE * PVTN * FQHC * MC MD SF * PA SS * STU * HIVT STDT MST HBT HCT LABT * SMOP * YAD ADLT SNR * AH * VAPP * CDM DEC CM IPC SPS,39.97015040476974,-83.00362826312501
5922,6019,Mid Ohio Psychological Services,,2238 South Hamilton Road,Suite 200,Columbus,OH,43232,740-687-0042,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTN * FQHC * MD PI SCJJ SEF SF SI SMHA SWFS * CJ * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY CM,39.92344219496951,-82.86876964054878
5923,6020,National Youth Advocate Program Inc,,527 South High Street,,Columbus,OH,43215,614-227-9444,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * PVTN * CLF MC MD PI SI SMHA SWFS * STU * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY PRS TPC CM,39.97015040476974,-83.00362826312501
5924,6021,National Youth Advocate Program Inc,,5900A Sharon Woods Boulevard,,Columbus,OH,43229,614-895-6818,,877-692-7226,,,MH SUMH * OP * OMH * CBT CFT GT IPT TELE * PVTN * MD PI SI SMHA SWFS * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * FPSY PRS TPC CM SPS,40.074304349979535,-82.97074661777164
5925,6022,Nationwide Childrens Hospital,Behavioral Health,399 East Main Street,Suite 120,Columbus,OH,43215,614-355-0550,614-355-8080,,,,SA MH SUMH * OP * OMH * CBT CFT DBT IDD IPT TELE * CIT * PVTN * MC MD PI SF SI SMHA * TAY CO TRMA PTSD SED * SMON * CHLD YAD * AH * VAPN,39.97015040476974,-83.00362826312501
5926,6023,Nationwide Childrens Hospital,Behavioral Health Services,700 Childrens Drive,,Columbus,OH,43205,614-355-8080,,,,,MH SUMH * HI OP * OMH * CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * CLF CMHG MD MI OSF PI SI SMHA SWFS * SMON * CHLD * AH * VAPN * COOT DEC FPSY CM IPC SPS,39.95728190736434,-82.96731383682172
5927,6024,Nationwide Childrens Hospital,Behavioral Health Services,495 East Main Street,,Columbus,OH,43215,614-355-8080,,,,,MH * OP * OMH * CBT CFT GT IPT TELE * PVTN * CLF CMHG MC MD MI OSF PI SI SMHA SWFS * SMON * CHLD * AH * VAPN * FPSY CM SPS,39.97015040476974,-83.00362826312501
5928,6025,Netcare Access,Crisis Stabilization Unit,199 South Central Avenue,,Columbus,OH,43223,614-276-2273,,,,,MH SUMH * RES * ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IPT TELE * CIT PEON WI * PVTN * CLF CMHG CSBG MC MD PI SMHA * PA * CO * STU * MST * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY IMR PRS CM SPS ES,39.93637264986666,-83.0450502384
5929,6026,Netcare Access,Miles House,2582 West Broad Street,,Columbus,OH,43223,614-276-2273,,,,,MH SUMH * RES * ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT GT IPT TELE * CIT * PVTN * CLF CMHG CSBG MC MD PI SMHA * PA * CO * STU * MST * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY IMR PRS CM SPS ES,39.93637264986666,-83.0450502384
5930,6027,North Central Mental Health Services,ADAMH Services Team,40 Spruce Street,,Columbus,OH,43215,614-227-6869,614-299-6600 x2231,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOR ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * CLF MC MD PI SF SI SMHA * CO SMI * STU * PEER * SMON * YAD ADLT SNR * AH * VAPN * DEC FPSY ICM PRS VRS CM SPS,39.97015040476974,-83.00362826312501
5931,6028,North Central Mental Health Services,Mental Health and SUD Treatment Prog,1301 North High Street,,Columbus,OH,43201,614-299-6600 x2002,614-299-6600 x2231,614-227-6865,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOR ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * CLF MC MD PI SF SI SMHA * TAY SE GL CO PEFP SED SMI * STU * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT DEC FPSY ICM PRS VRS CM SPS,39.98590401844783,-83.00834477406701
5932,6029,North Central Mental Health Services,NCC Gahanna,338 Granville Street,,Columbus,OH,43230,614-475-7090,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOR ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTN * CLF MC MD PI SF SI SMHA * SE GL CO SMI * STU * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * DEC FPSY PRS CM SPS,40.04788635113843,-82.8925141442623
5933,6030,North Central Mental Health Services,Norwich House,431 East Norwich Avenue,,Columbus,OH,43201,614-421-3158,614-299-6600 x2231,,,,MH * RES * CMHC RTCA * PVTN * CLF SF * SMI * TCC * SMPD * YAD ADLT SNR * AH * VAPN,39.98590401844783,-83.00834477406701
5934,6031,North Community Counseling Centers Inc,Center for New Americans,1299 McNaughten Road,,Columbus,OH,43232,614-582-2368,,,,,SA MH * OP * CMHC * CBT GT IDD IPT TELE * PVTN * CMHG CSBG MC MD PI SF * PA SS * HS * SMPD * CHLD YAD ADLT SNR * VAPP * COOT FPSY CM SPS,39.92344219496951,-82.86876964054878
5935,6032,North Community Counseling Centers Inc,The Bridge,4897 Karl Road,,Columbus,OH,43229,614-846-2588,614-261-3196,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT DBT GT IDD IPT TELE * PVTN * CMHG CSBG MC MD PI SF SI * PA SS * STU * HS * SMPD * YAD ADLT SNR * VAPP * COOT FPSY PRS CM SPS,40.074304349979535,-82.97074661777164
5936,6033,North Community Counseling Centers Inc,Westgate,3556 Sullivant Avenue,,Columbus,OH,43204,614-827-1307,,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT DBT GT IDD IPT TELE * PVTN * CMHG CSBG MC MD PI SF SI * PA SS * STU * HS * SMPD * YAD ADLT SNR * VAPP * COOT FPSY PRS CM SPS,39.95726362715106,-83.08150756978968
5937,6034,Ohio Hospital for Psychiatry,,880 Greenlawn Avenue,,Columbus,OH,43223,614-449-9664,614-444-7472,,,,SA MH SUMH * HI OP * PSY * CHLOR FLUPH HALOP ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT * PEON WI * PVTP * MC MD MI PI SF SI VAF * SE CO SMI * STU * MST LABT * TCC * SMPD * YAD ADLT SNR * AH * VPPD * FPSY ICM IMR PRS CM SPS ES,39.93637264986666,-83.0450502384
5938,6035,Ohio Mentor,Columbus,4889 Sinclair Road,Suite 107,Columbus,OH,43229,614-885-0920,,,,,MH * OP * OMH * ANTPYCH * CBT CFT GT IPT TELE * PEOFF * PVTP * MHC * MD * GL DV TRMA PTSD SED * SMON * CHLD * VAPN * FPSY TPC CM,40.074304349979535,-82.97074661777164
5939,6036,Ohio State University Medical Center,OSU Harding Hospital,1670 Upham Drive,,Columbus,OH,43210,614-293-9600,,,,,SA MH SUMH * HI OP PHDT * IPSY * CHLOR DROPE FLUPH HALOP LOXAP PERPH PROCH THIOT ARIPI ASENA CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT ECT GT IDD IPT KIT TMS TELE * CIT PEON PEOFF WI * PVTN * CLF CMHG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * TAY SE GL VET MF CJ CO HV TRMA TBI ALZ PED PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR LAD PRS CM IPC SPS ES,40.00033264593023,-83.01611358953488
5940,6037,PursueCare LLC,,4400 Easton Commons Way,Suite 125,Columbus,OH,43219,860-215-2295,,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * PVTP * CLF MC MD MI OSF PI SCJJ SEF SF SI SMHA * SS * CO TRMA PTSD SMI * STU * TCC * SMPD * YAD ADLT SNR * AH * VPPD * CM,40.01779091280919,-82.92637002932862
5941,6038,RiverVista Behavioral Health Hospital,,1599 Alum Creek Drive,,Columbus,OH,43209,614-643-5454,614-643-5500,,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IDD * CIT PEON WI * PVTP * MC MD MI PI SF SI SMHA VAF * TAY SE GL VET ADM MF CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * STDT TBS HBT HCT LABT * TCC * SMPD * YAD ADLT SNR * AH * VAPN * COOT SPS,39.95636327012658,-82.92967887088608
5942,6039,Saint Vincent Family Services,,1490 East Main Street,,Columbus,OH,43205,614-252-0731,614-824-5437,,,,MH * OP PHDT RES * CMHC MSMH * AT CBT CFT DBT EMDR GT IPT TELE * PVTN * CLF CMHG CSBG MD OSF PI SEF SF SI SMHA SWFS * PA * TAY TRMA PTSD SED SMI * SMPD * CHLD YAD ADLT * SP * VPPD * TPC CM,39.95728190736434,-82.96731383682172
5943,6040,Sharon Woods Primary Care,Behavioral Health Services,1777 East Dublin Granville Road,,Columbus,OH,43229,614-355-8080,,,,,MH * OP * OMH * ANTPYCH * CBT CFT IPT TELE * PVTN * CLF CMHG MD MI OSF PI SI SMHA SWFS * SMON * CHLD * AH * VAPN * FPSY CM SPS,40.074304349979535,-82.97074661777164
5944,6041,Soaring Sober,North Central Mental Health/Satellite,35 West 4th Street,,Columbus,OH,43201,614-421-3183,614-299-6600 x2231,614-421-3183 x2231,,,SA MH SUMH * OP PHDT * PH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOR ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE * PVTN * CLF MD PI SF SMHA * CO SMI * STU * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC FPSY ICM PRS CM SPS,39.98590401844783,-83.00834477406701
5945,6042,Southeast Healthcare,,16 West Long Street,4th Floor,Columbus,OH,43215,802-222-5201,614-225-0990,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * FQHC * CLF FG MI SMHA * PA SS * SMI * STU * MST LABT * TCC * SMPD * YAD ADLT SNR * AH * VPPD * ACT CDM COOT DEC LAD PRS CM IPC,39.97015040476974,-83.00362826312501
5946,6043,Southeast Healthcare,,1455 South 4th Street,,Columbus,OH,43207,614-444-0800,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ANTPYCH * CBT CFT GT IDD IPT TELE * WI * PVTN * CLF MC MD MI PI SF SI SMHA * PA SS * SED * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT LAD CM,39.92036502983762,-82.98502281586603
5947,6044,Southeast Healthcare,,524-B West Broad Street,,Columbus,OH,43215,614-224-4850,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * WI * PVTN * FQHC * CLF FG MC MD MI PI * PA SS * HV SMI * STU * MST LABT * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * CDM COOT DEC ICM LAD CM IPC,39.97015040476974,-83.00362826312501
5948,6045,Southeast Healthcare,,720 East Broad Street,Suite 101,Columbus,OH,43215,614-360-1022,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ANTPYCH * CBT GT IPT * PEON * PVTN * CLF * PA SS * HV SMI * STU * TCC * SMPD * YAD ADLT SNR * AH * VPPD * LAD CM,39.97015040476974,-83.00362826312501
5949,6046,Southeast Healthcare,Carpenter House,1699 South High Street,,Columbus,OH,43207,614-443-0141,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ANTPYCH * AT CFT GT IPT * PVTN * CLF MC MD PI SF * PA SS * SMI * STU * TCC * SMPD * YAD ADLT SNR * VPPD * LAD PRS CM,39.92036502983762,-82.98502281586603
5950,6047,Sunrise Treatment Center,Columbus South,100 Highview Boulevard,,Columbus,OH,43207,513-941-4999 x1021,614-826-9995 x104,,,,SA MH * OP PHDT * PH * AT CBT CRT CFT DBT GT IDD IPT TELE * WI * PVTP * MC MD PI SF SI * PA SS * SE GL CJ CO HV TRMA PTSD * STU * HIVT STDT TBS HBT HCT * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT CM IPC SPS ES,39.92036502983762,-82.98502281586603
5951,6048,Twin Valley Behavioral Healthcare,Columbus Campus,2200 West Broad Street,,Columbus,OH,43223,614-752-0333,,,,,MH SUMH * HI OP * SHP * CHLOR FLUPH HALOP LOXAP PERPH THIOR TRIFL ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT GT IDD IPT AIM * STG * MC MD PI SF SI SMHA * CJ SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC SPS,39.93637264986666,-83.0450502384
5952,6049,UMCH Family Services,,431 East Broad Street,,Columbus,OH,43215,614-885-5020,,,,,MH SUMH * OP * OMH * ANTPYCH * CBT CFT EMDR IPT TELE * PVTN * FG MC MD PI SF SWFS * TRMA PTSD SED * SMOP * CHLD YAD ADLT SNR * AH * VAPP * FPSY TPC CM SPS,39.97015040476974,-83.00362826312501
5953,6050,Village Network Columbus Office,Columbus Area Network,1751 East Long Street,,Columbus,OH,43203,330-201-8134,614-253-8050,,,,MH SUMH * OP PHDT * MSMH * ARIPI ASENA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT EMDR GT IPT TELE * CIT * PVTN * CMHG MD PI SCJJ SEF SF SWFS * TAY GL CO DV TRMA PTSD SED * SMPD * CHLD YAD * VAPN * FPSY TPC CM,39.97199712781457,-82.96986832516556
5954,6051,Youth Advocate Services,,2323 West 5th Avenue,Suite 150,Columbus,OH,43204,614-258-9927,,,,,MH * OP * OMH * CBT CFT DBT GT IPT * PVTN * MD SWFS * SMON * CHLD YAD ADLT * VAPN * TPC CM,39.95726362715106,-83.08150756978968
5955,6052,Community Counseling Center of Ashtabu,Conneaut Office,216 Main Street,,Conneaut,OH,44030,440-998-4210,,800-998-4210,,,SA MH SUMH * OP * OMH * FLUPH HALOP LOXAP THIOR ARIPI BREXP CARIP ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * CLF MC MD MI PI SCJJ SF SMHA * PA SS * TAY GL CJ CO TRMA PTSD SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * CDM COOT FPSY PRS SEMP VRS CM IPC SPS ES,41.93542899225093,-80.56989015424354
5956,6053,Ohio Family Counseling and,Consultation LLC,550 Main Street,,Coshocton,OH,43812,740-291-3737,,,,,SA MH SUMH * OP * CMHC * NRT * AT CBT CFT DBT GT IDD IPT TELE * PEON WI * PVTP * MC MD PI SF * TAY SE GL VET CO TRMA PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * CDM COOT FPSY ICM PRS CM SPS ES,40.27041866123457,-81.86725714493826
5957,6054,Child Guidance and Family Solutions,,1865 Bailey Road,,Cuyahoga Falls,OH,44221,330-928-2042,330-762-0591,,,,SA MH SUMH * OP * CMHC * CHLOR HALOP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * CLF MD MI PI SF SMHA SWFS * PA SS * GL VET ADM MF CJ CO HV TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY CM SPS,41.133669164206644,-81.47816953966789
5958,6055,Portage Path Behavioral Health,North Summit Clinic,792 Graham Road,,Cuyahoga Falls,OH,44221,330-928-2324,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON * PVTN * CLF MC MD MI PI SF SI SMHA * PA SS * CO TRMA PTSD * STU * MST * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT FPSY PRS CM SPS,41.133669164206644,-81.47816953966789
5959,6056,Wellsprings Recovery Center LLC,,275 Graham Road,Suite 2,Cuyahoga Falls,OH,44223,234-529-4892,234-529-4891,,,,SA MH * OP * CMHC * CBT CFT DBT GT IDD IPT TELE * PVTP * MD SF * SS * CO TRMA PTSD * SMPD * YAD ADLT SNR * VPPD * COOT FPSY CM,41.15265180068728,-81.51306492439862
