index,Measure,12+,12-17,18-25,26+,18+,states
1130,Methamphetamine Use in the Past Year,60,1,3,56,59,Missouri
1131,Prescription Pain Reliever Misuse in the Past Year2,176,9,18,149,167,Missouri
1132,"Opioid Misuse in the Past Year2,6",188,9,19,160,179,Missouri
1134,ALCOHOL Alcohol Use in the Past Month,"2,403",35,315,"2,052","2,367",Missouri
1135,Binge Alcohol Use in the Past Month7,"1,089",16,197,876,"1,073",Missouri
1137,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"2,090",187,204,"1,699","1,903",Missouri
1138,Alcohol Use in the Past Month8 (People Aged 12 to 20),94,0,0,0,0,Missouri
1139,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",48,0,0,0,0,Missouri
1141,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"1,447",19,155,"1,273","1,428",Missouri
1142,Cigarette Use in the Past Month,"1,126",11,115,"1,000","1,115",Missouri
1143,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"3,321",281,379,"2,661","3,040",Missouri
1145,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,221,928,"1,149",Missouri
1146,"Serious Mental Illness4,10",0,0,76,209,284,Missouri
1147,Received Mental Health Services11,0,0,137,785,922,Missouri
1148,"Major Depressive Episode4,12",0,109,121,318,440,Missouri
1149,Had Serious Thoughts of Suicide,0,0,89,149,238,Missouri
1150,Made Any Suicide Plans,0,0,35,28,63,Missouri
1151,Attempted Suicide,0,0,15,19,35,Missouri
1153,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",503.0,37.0,101.0,365.0,466.0,Missouri
1154,"Pain Reliever Use Disorder1,3",92.0,5.0,6.0,81.0,87.0,Missouri
1155,"Opioid Use Disorder1,3,4",103.0,5.0,7.0,91.0,98.0,Missouri
1156,Alcohol Use Disorder1,527.0,17.0,95.0,414.0,509.0,Missouri
1157,"Substance Use Disorder1,2",904.0,46.0,176.0,682.0,858.0,Missouri
1158,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",392.0,31.0,92.0,269.0,361.0,Missouri
1159,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,505.0,19.0,93.0,393.0,486.0,Missouri
1160,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",803.0,42.0,161.0,600.0,761.0,Missouri
1162,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",163,7,39,117,156,Montana
1163,Marijuana Use in the Past Year,203,11,47,145,192,Montana
1164,Marijuana Use in the Past Month,146,6,35,105,140,Montana
1165,Perceptions of Great Risk from Smoking Marijuana Once a Month,152,13,10,128,138,Montana
1167,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",12,3,5,3,9,Montana
1168,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",27,1,5,21,26,Montana
1169,Cocaine Use in the Past Year,17,0,5,12,17,Montana
1170,Perceptions of Great Risk from Using Cocaine Once a Month,621,42,62,517,579,Montana
1171,Heroin Use in the Past Year5,0,0,0,3,4,Montana
1172,Perceptions of Great Risk from Trying Heroin Once or Twice,762,47,83,632,715,Montana
1173,Methamphetamine Use in the Past Year,13,0,2,11,13,Montana
1174,Prescription Pain Reliever Misuse in the Past Year2,29,1,3,25,28,Montana
1175,"Opioid Misuse in the Past Year2,6",29,1,4,25,28,Montana
1177,ALCOHOL Alcohol Use in the Past Month,508,7,72,428,501,Montana
1178,Binge Alcohol Use in the Past Month7,223,4,43,176,219,Montana
1180,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,369,28,34,307,341,Montana
1181,Alcohol Use in the Past Month8 (People Aged 12 to 20),20,0,0,0,0,Montana
1182,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",11,0,0,0,0,Montana
1184,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,209,3,29,176,205,Montana
1185,Cigarette Use in the Past Month,152,3,17,132,149,Montana
1186,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,631,51,68,513,581,Montana
1188,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,42,187,229,Montana
1189,"Serious Mental Illness4,10",0,0,15,45,60,Montana
1190,Received Mental Health Services11,0,0,26,158,184,Montana
1191,"Major Depressive Episode4,12",0,19,23,68,91,Montana
1192,Had Serious Thoughts of Suicide,0,0,15,39,55,Montana
1193,Made Any Suicide Plans,0,0,4,6,10,Montana
1194,Attempted Suicide,0,0,3,3,5,Montana
1196,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",93.0,6.0,23.0,63.0,86.0,Montana
1197,"Pain Reliever Use Disorder1,3",21.0,1.0,1.0,19.0,20.0,Montana
1198,"Opioid Use Disorder1,3,4",20.0,1.0,1.0,18.0,20.0,Montana
1199,Alcohol Use Disorder1,120.0,4.0,21.0,95.0,116.0,Montana
1200,"Substance Use Disorder1,2",184.0,9.0,38.0,137.0,175.0,Montana
1201,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",76.0,5.0,23.0,48.0,71.0,Montana
1202,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,113.0,4.0,21.0,88.0,109.0,Montana
1203,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",154.0,7.0,34.0,113.0,146.0,Montana
1205,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","39,995","1,844","8,472","29,680","38,152",National
1206,Marijuana Use in the Past Year,"52,454","2,724","11,833","37,897","49,730",National
1207,Marijuana Use in the Past Month,"36,363","1,499","8,073","26,791","34,864",National
1208,Perceptions of Great Risk from Smoking Marijuana Once a Month,"60,438","6,051","3,876","50,511","54,387",National
1210,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4","3,275",949,"1,483",843,"2,326",National
1211,"Illicit Drug Use Other Than Marijuana in the Past Month1,2","9,030",476,"1,361","7,193","8,554",National
1212,Cocaine Use in the Past Year,"4,765",40,"1,173","3,551","4,725",National
1213,Perceptions of Great Risk from Using Cocaine Once a Month,"185,264","13,199","19,676","152,389","172,065",National
1214,Heroin Use in the Past Year5,0,0,66,"1,033","1,099",National
1215,Perceptions of Great Risk from Trying Heroin Once or Twice,"229,686","15,279","26,188","188,219","214,407",National
1216,Methamphetamine Use in the Past Year,"2,549",37,166,"2,346","2,512",National
1217,Prescription Pain Reliever Misuse in the Past Year2,"8,711",497,"1,018","7,195","8,213",National
1218,"Opioid Misuse in the Past Year2,6","9,236",497,"1,035","7,703","8,738",National
1220,ALCOHOL Alcohol Use in the Past Month,"133,057","1,820","16,774","114,464","131,238",National
1221,Binge Alcohol Use in the Past Month7,"60,039",995,"9,754","49,290","59,045",National
1223,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"123,452","11,229","12,935","99,288","112,224",National
1224,Alcohol Use in the Past Month8 (People Aged 12 to 20),"5,916",0,0,0,0,National
1225,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)","3,242",0,0,0,0,National
1227,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"54,696",683,"5,614","48,399","54,013",National
1228,Cigarette Use in the Past Month,"43,614",392,"3,839","39,383","43,222",National
1229,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"193,687","16,863","21,634","155,190","176,824",National
1231,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,"11,265","46,539","57,804",National
1232,"Serious Mental Illness4,10",0,0,"3,822","10,264","14,086",National
1233,Received Mental Health Services11,0,0,"6,436","36,344","42,780",National
1234,"Major Depressive Episode4,12",0,"5,229","6,226","14,813","21,039",National
1235,Had Serious Thoughts of Suicide,0,0,"4,356","7,947","12,303",National
1236,Made Any Suicide Plans,0,0,"1,641","1,884","3,525",National
1237,Attempted Suicide,0,0,902,846,"1,748",National
1239,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2","24,021","1,763","5,467","16,791","22,258",National
1240,"Pain Reliever Use Disorder1,3","5,008",259,414,"4,335","4,749",National
1241,"Opioid Use Disorder1,3,4","5,559",259,438,"4,862","5,300",National
1242,Alcohol Use Disorder1,"29,543",894,"5,012","23,637","28,649",National
1243,"Substance Use Disorder1,2","46,251","2,224","8,550","35,476","44,027",National
1244,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7","18,963","1,442","5,029","12,492","17,521",National
1245,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,"28,595",872,"4,936","22,788","27,724",National
1246,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","40,748","1,915","8,078","30,755","38,833",National
1248,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",183,10,40,132,172,Nebraska
1249,Marijuana Use in the Past Year,233,15,59,160,218,Nebraska
1250,Marijuana Use in the Past Month,159,8,39,112,151,Nebraska
1251,Perceptions of Great Risk from Smoking Marijuana Once a Month,326,40,23,264,287,Nebraska
1253,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",22,7,11,4,15,Nebraska
1254,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",40,3,8,30,37,Nebraska
1255,Cocaine Use in the Past Year,22,0,8,14,22,Nebraska
1256,Perceptions of Great Risk from Using Cocaine Once a Month,"1,051",79,116,856,972,Nebraska
1257,Heroin Use in the Past Year5,0,0,0,4,5,Nebraska
1258,Perceptions of Great Risk from Trying Heroin Once or Twice,"1,286",93,157,"1,035","1,193",Nebraska
1259,Methamphetamine Use in the Past Year,18,0,1,17,18,Nebraska
1260,Prescription Pain Reliever Misuse in the Past Year2,39,3,5,31,36,Nebraska
1261,"Opioid Misuse in the Past Year2,6",39,3,5,31,36,Nebraska
1263,ALCOHOL Alcohol Use in the Past Month,859,14,118,727,845,Nebraska
1264,Binge Alcohol Use in the Past Month7,403,7,76,320,396,Nebraska
1266,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,631,64,71,495,567,Nebraska
1267,Alcohol Use in the Past Month8 (People Aged 12 to 20),40,0,0,0,0,Nebraska
1268,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",21,0,0,0,0,Nebraska
1270,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,330,5,38,288,326,Nebraska
1271,Cigarette Use in the Past Month,248,3,28,217,245,Nebraska
1272,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"1,023",101,117,804,921,Nebraska
1274,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,74,276,349,Nebraska
1275,"Serious Mental Illness4,10",0,0,22,89,111,Nebraska
1276,Received Mental Health Services11,0,0,45,219,264,Nebraska
1277,"Major Depressive Episode4,12",0,35,41,96,138,Nebraska
1278,Had Serious Thoughts of Suicide,0,0,26,66,91,Nebraska
1279,Made Any Suicide Plans,0,0,7,12,19,Nebraska
1280,Attempted Suicide,0,0,4,5,9,Nebraska
1282,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",136.0,10.0,28.0,98.0,126.0,Nebraska
1283,"Pain Reliever Use Disorder1,3",28.0,1.0,2.0,25.0,27.0,Nebraska
1284,"Opioid Use Disorder1,3,4",32.0,1.0,2.0,29.0,31.0,Nebraska
1285,Alcohol Use Disorder1,185.0,7.0,34.0,144.0,178.0,Nebraska
1286,"Substance Use Disorder1,2",259.0,14.0,50.0,194.0,244.0,Nebraska
1287,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",94.0,8.0,26.0,61.0,86.0,Nebraska
1288,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,168.0,7.0,32.0,129.0,162.0,Nebraska
1289,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",210.0,11.0,46.0,152.0,198.0,Nebraska
1291,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",507,18,104,385,488,Nevada
1292,Marijuana Use in the Past Year,659,39,128,492,620,Nevada
1293,Marijuana Use in the Past Month,483,18,99,366,465,Nevada
1294,Perceptions of Great Risk from Smoking Marijuana Once a Month,515,42,30,443,473,Nevada
1296,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",33,13,11,9,19,Nevada
1297,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",112,5,14,93,107,Nevada
1298,Cocaine Use in the Past Year,48,3,8,37,46,Nevada
1299,Perceptions of Great Risk from Using Cocaine Once a Month,"1,750",121,173,"1,456","1,629",Nevada
1300,Heroin Use in the Past Year5,0,0,1,8,8,Nevada
1301,Perceptions of Great Risk from Trying Heroin Once or Twice,"2,191",147,222,"1,822","2,044",Nevada
1302,Methamphetamine Use in the Past Year,54,0,4,49,53,Nevada
1303,Prescription Pain Reliever Misuse in the Past Year2,101,5,11,86,96,Nevada
1304,"Opioid Misuse in the Past Year2,6",106,5,10,91,101,Nevada
1306,ALCOHOL Alcohol Use in the Past Month,"1,247",21,131,"1,095","1,226",Nevada
1307,Binge Alcohol Use in the Past Month7,626,14,77,535,612,Nevada
1309,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"1,303",115,133,"1,056","1,189",Nevada
1310,Alcohol Use in the Past Month8 (People Aged 12 to 20),56,0,0,0,0,Nevada
1311,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",33,0,0,0,0,Nevada
1313,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,559,5,54,499,554,Nevada
1314,Cigarette Use in the Past Month,477,4,35,438,473,Nevada
1315,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"1,823",159,181,"1,483","1,664",Nevada
1317,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,98,514,613,Nevada
1318,"Serious Mental Illness4,10",0,0,32,142,174,Nevada
1319,Received Mental Health Services11,0,0,46,306,351,Nevada
1320,"Major Depressive Episode4,12",0,60,54,176,230,Nevada
1321,Had Serious Thoughts of Suicide,0,0,38,99,137,Nevada
1322,Made Any Suicide Plans,0,0,18,21,39,Nevada
1323,Attempted Suicide,0,0,12,10,22,Nevada
1325,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",332.0,27.0,61.0,244.0,305.0,Nevada
1326,"Pain Reliever Use Disorder1,3",44.0,4.0,4.0,36.0,40.0,Nevada
1327,"Opioid Use Disorder1,3,4",53.0,4.0,5.0,44.0,49.0,Nevada
1328,Alcohol Use Disorder1,299.0,9.0,41.0,250.0,290.0,Nevada
1329,"Substance Use Disorder1,2",505.0,29.0,85.0,391.0,476.0,Nevada
1330,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",281.0,21.0,58.0,202.0,259.0,Nevada
1331,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,283.0,8.0,40.0,234.0,274.0,Nevada
1332,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",454.0,29.0,77.0,349.0,426.0,Nevada
1334,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",180,6,38,135,174,NewHampshire
1335,Marijuana Use in the Past Year,225,10,47,168,215,NewHampshire
1336,Marijuana Use in the Past Month,151,5,33,113,146,NewHampshire
1337,Perceptions of Great Risk from Smoking Marijuana Once a Month,178,17,10,151,161,NewHampshire
1339,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",13,3,6,4,11,NewHampshire
1340,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",47,2,6,39,46,NewHampshire
1341,Cocaine Use in the Past Year,21,0,6,14,21,NewHampshire
1342,Perceptions of Great Risk from Using Cocaine Once a Month,708,48,67,593,661,NewHampshire
1343,Heroin Use in the Past Year5,0,0,0,5,6,NewHampshire
1344,Perceptions of Great Risk from Trying Heroin Once or Twice,993,56,106,832,937,NewHampshire
1345,Methamphetamine Use in the Past Year,8,0,1,7,8,NewHampshire
1346,Prescription Pain Reliever Misuse in the Past Year2,35,1,4,30,34,NewHampshire
1347,"Opioid Misuse in the Past Year2,6",37,1,4,32,36,NewHampshire
1349,ALCOHOL Alcohol Use in the Past Month,710,7,85,618,703,NewHampshire
1350,Binge Alcohol Use in the Past Month7,276,4,48,224,272,NewHampshire
1352,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,465,36,39,390,429,NewHampshire
1353,Alcohol Use in the Past Month8 (People Aged 12 to 20),30,0,0,0,0,NewHampshire
1354,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",14,0,0,0,0,NewHampshire
1356,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,224,3,26,195,221,NewHampshire
1357,Cigarette Use in the Past Month,196,1,19,176,195,NewHampshire
1358,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,855,58,87,711,797,NewHampshire
1360,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,50,196,246,NewHampshire
1361,"Serious Mental Illness4,10",0,0,15,42,58,NewHampshire
1362,Received Mental Health Services11,0,0,36,204,240,NewHampshire
1363,"Major Depressive Episode4,12",0,19,27,66,94,NewHampshire
1364,Had Serious Thoughts of Suicide,0,0,17,34,51,NewHampshire
1365,Made Any Suicide Plans,0,0,7,6,13,NewHampshire
1366,Attempted Suicide,0,0,2,1,4,NewHampshire
1368,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",93.0,6.0,25.0,62.0,87.0,NewHampshire
1369,"Pain Reliever Use Disorder1,3",14.0,1.0,1.0,12.0,14.0,NewHampshire
1370,"Opioid Use Disorder1,3,4",16.0,1.0,1.0,14.0,16.0,NewHampshire
1371,Alcohol Use Disorder1,147.0,3.0,23.0,120.0,143.0,NewHampshire
1372,"Substance Use Disorder1,2",197.0,6.0,37.0,153.0,191.0,NewHampshire
1373,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",66.0,4.0,24.0,38.0,62.0,NewHampshire
1374,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,132.0,3.0,24.0,105.0,129.0,NewHampshire
1375,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",185.0,5.0,35.0,145.0,180.0,NewHampshire
1377,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","1,028",49,241,738,979,NewJersey
1378,Marijuana Use in the Past Year,"1,285",59,326,900,"1,227",NewJersey
1379,Marijuana Use in the Past Month,921,29,232,660,892,NewJersey
1380,Perceptions of Great Risk from Smoking Marijuana Once a Month,"1,842",202,84,"1,555","1,640",NewJersey
1382,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",83,19,39,24,63,NewJersey
1383,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",298,12,39,247,287,NewJersey
1384,Cocaine Use in the Past Year,120,0,32,88,120,NewJersey
1385,Perceptions of Great Risk from Using Cocaine Once a Month,"5,244",358,490,"4,396","4,886",NewJersey
1386,Heroin Use in the Past Year5,0,0,1,56,57,NewJersey
1387,Perceptions of Great Risk from Trying Heroin Once or Twice,"6,605",439,704,"5,462","6,166",NewJersey
1388,Methamphetamine Use in the Past Year,64,1,3,60,63,NewJersey
1389,Prescription Pain Reliever Misuse in the Past Year2,251,15,31,206,236,NewJersey
1390,"Opioid Misuse in the Past Year2,6",251,15,28,208,236,NewJersey
1392,ALCOHOL Alcohol Use in the Past Month,"4,062",53,475,"3,534","4,009",NewJersey
1393,Binge Alcohol Use in the Past Month7,"1,828",33,277,"1,517","1,795",NewJersey
1395,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"3,530",327,315,"2,889","3,203",NewJersey
1396,Alcohol Use in the Past Month8 (People Aged 12 to 20),202,0,0,0,0,NewJersey
1397,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",108,0,0,0,0,NewJersey
1399,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"1,056",14,119,922,"1,041",NewJersey
1400,Cigarette Use in the Past Month,912,5,81,826,907,NewJersey
1401,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"5,908",488,603,"4,817","5,419",NewJersey
1403,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,290,"1,073","1,362",NewJersey
1404,"Serious Mental Illness4,10",0,0,98,193,290,NewJersey
1405,Received Mental Health Services11,0,0,179,673,853,NewJersey
1406,"Major Depressive Episode4,12",0,137,156,317,473,NewJersey
1407,Had Serious Thoughts of Suicide,0,0,120,170,289,NewJersey
1408,Made Any Suicide Plans,0,0,56,43,99,NewJersey
1409,Attempted Suicide,0,0,18,15,33,NewJersey
1411,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",558,40.0,159.0,358.0,518,NewJersey
1412,"Pain Reliever Use Disorder1,3",96,7.0,13.0,76.0,89,NewJersey
1413,"Opioid Use Disorder1,3,4",102,7.0,13.0,83.0,95,NewJersey
1414,Alcohol Use Disorder1,850,26.0,123.0,702.0,825,NewJersey
1415,"Substance Use Disorder1,2","1,220",54.0,220.0,947.0,"1,166",NewJersey
1416,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",475,33.0,147.0,295.0,442,NewJersey
1417,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,783,21.0,119.0,643.0,762,NewJersey
1418,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","1,122",46.0,221.0,855.0,"1,077",NewJersey
1420,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",359,21,72,265,338,NewMexico
1421,Marijuana Use in the Past Year,406,26,89,290,379,NewMexico
1422,Marijuana Use in the Past Month,321,16,66,239,305,NewMexico
1423,Perceptions of Great Risk from Smoking Marijuana Once a Month,366,33,20,313,333,NewMexico
1425,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",24,8,9,7,16,NewMexico
1426,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",73,4,11,58,69,NewMexico
1427,Cocaine Use in the Past Year,25,1,7,17,24,NewMexico
1428,Perceptions of Great Risk from Using Cocaine Once a Month,"1,197",85,122,990,"1,112",NewMexico
1429,Heroin Use in the Past Year5,0,0,0,5,6,NewMexico
1430,Perceptions of Great Risk from Trying Heroin Once or Twice,"1,462",99,162,"1,201","1,363",NewMexico
1431,Methamphetamine Use in the Past Year,26,0,3,23,26,NewMexico
1432,Prescription Pain Reliever Misuse in the Past Year2,52,3,8,40,49,NewMexico
1433,"Opioid Misuse in the Past Year2,6",56,3,8,45,53,NewMexico
1435,ALCOHOL Alcohol Use in the Past Month,809,15,108,686,794,NewMexico
1436,Binge Alcohol Use in the Past Month7,393,9,68,316,384,NewMexico
1438,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,853,77,90,686,775,NewMexico
1439,Alcohol Use in the Past Month8 (People Aged 12 to 20),33,0,0,0,0,NewMexico
1440,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",20,0,0,0,0,NewMexico
1442,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,385,4,45,335,381,NewMexico
1443,Cigarette Use in the Past Month,292,5,30,257,287,NewMexico
1444,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"1,241",102,125,"1,014","1,139",NewMexico
1446,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,76,317,393,NewMexico
1447,"Serious Mental Illness4,10",0,0,27,65,93,NewMexico
1448,Received Mental Health Services11,0,0,33,188,221,NewMexico
1449,"Major Depressive Episode4,12",0,45,43,112,156,NewMexico
1450,Had Serious Thoughts of Suicide,0,0,30,45,75,NewMexico
1451,Made Any Suicide Plans,0,0,11,16,27,NewMexico
1452,Attempted Suicide,0,0,8,8,16,NewMexico
1454,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",227.0,21.0,40.0,166.0,206.0,NewMexico
1455,"Pain Reliever Use Disorder1,3",51.0,2.0,3.0,46.0,49.0,NewMexico
1456,"Opioid Use Disorder1,3,4",51.0,2.0,3.0,46.0,49.0,NewMexico
1457,Alcohol Use Disorder1,226.0,6.0,37.0,183.0,220.0,NewMexico
1458,"Substance Use Disorder1,2",384.0,25.0,73.0,286.0,359.0,NewMexico
1459,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",180.0,14.0,39.0,127.0,166.0,NewMexico
1460,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,212.0,7.0,36.0,169.0,205.0,NewMexico
1461,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",341.0,22.0,68.0,251.0,319.0,NewMexico
1463,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","2,842",124,479,"2,239","2,718",NewYork
1464,Marijuana Use in the Past Year,"3,578",172,618,"2,788","3,406",NewYork
1465,Marijuana Use in the Past Month,"2,601",100,451,"2,051","2,501",NewYork
1466,Perceptions of Great Risk from Smoking Marijuana Once a Month,"3,504",286,206,"3,013","3,219",NewYork
1468,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",194,60,82,52,134,NewYork
1469,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",623,26,92,505,597,NewYork
1470,Cocaine Use in the Past Year,395,0,86,309,395,NewYork
1471,Perceptions of Great Risk from Using Cocaine Once a Month,"10,430",689,"1,086","8,655","9,741",NewYork
1472,Heroin Use in the Past Year5,0,0,2,88,90,NewYork
1473,Perceptions of Great Risk from Trying Heroin Once or Twice,"13,701",829,"1,499","11,373","12,872",NewYork
1474,Methamphetamine Use in the Past Year,94,2,11,80,91,NewYork
1475,Prescription Pain Reliever Misuse in the Past Year2,590,34,47,509,556,NewYork
1476,"Opioid Misuse in the Past Year2,6",622,34,55,533,588,NewYork
1478,ALCOHOL Alcohol Use in the Past Month,"7,985",97,"1,002","6,886","7,888",NewYork
1479,Binge Alcohol Use in the Past Month7,"3,766",57,570,"3,139","3,709",NewYork
1481,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"7,355",623,794,"5,938","6,731",NewYork
1482,Alcohol Use in the Past Month8 (People Aged 12 to 20),364,0,0,0,0,NewYork
1483,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",204,0,0,0,0,NewYork
1485,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"2,765",47,270,"2,448","2,718",NewYork
1486,Cigarette Use in the Past Month,"2,408",26,209,"2,174","2,382",NewYork
1487,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"12,398",916,"1,329","10,153","11,482",NewYork
1489,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,575,"2,554","3,129",NewYork
1490,"Serious Mental Illness4,10",0,0,163,492,655,NewYork
1491,Received Mental Health Services11,0,0,340,"2,051","2,392",NewYork
1492,"Major Depressive Episode4,12",0,286,268,746,"1,013",NewYork
1493,Had Serious Thoughts of Suicide,0,0,194,410,605,NewYork
1494,Made Any Suicide Plans,0,0,67,100,167,NewYork
1495,Attempted Suicide,0,0,49,43,93,NewYork
1497,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2","1,343",115.0,295.0,934,"1,229",NewYork
1498,"Pain Reliever Use Disorder1,3",275,13.0,23.0,239,262,NewYork
1499,"Opioid Use Disorder1,3,4",285,13.0,24.0,248,272,NewYork
